Id,LotFrontage,LotArea,Street,Alley,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageArea,GarageCond,PavedDrive,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
2406,73,8760,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,1957,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,936,GasA,936,0,0,936,1,2,1,Gd,4,Typ,0,Attchd,315,TA,Y,0,NA,NA,NA,0,9,2007,WD,Normal,
2407,65,6860,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,Gable,CompShg,Wd Sdng,54,TA,TA,CBlock,TA,TA,1008,GasA,1008,0,0,1008,1,3,1,Fa,6,Typ,0,Detchd,308,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,
2408,60,8250,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1053,GasA,1053,0,0,1053,1,3,1,Gd,6,Typ,0,2Types,692,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2409,70,9100,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Hip,CompShg,HdBoard,69,TA,TA,CBlock,TA,TA,1144,GasA,1144,0,0,1144,1,3,1,TA,6,Typ,1,Attchd,336,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2410,80,9736,Pave,NA,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,Gable,CompShg,Wd Sdng,289,TA,TA,CBlock,TA,TA,1331,GasA,1721,0,0,1721,1,4,1,TA,8,Typ,3,Attchd,464,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2411,72,9770,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,922,GasA,922,0,0,922,1,2,1,TA,5,Typ,0,Attchd,308,TA,Y,0,NA,GdWo,NA,0,4,2007,WD,Normal,
2412,70,12198,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,1204,GasA,1411,0,0,1411,1,3,1,TA,7,Typ,1,Attchd,310,TA,Y,0,NA,NA,NA,0,6,2007,COD,Normal,
2413,75,10050,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,Hip,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1216,GasA,1216,0,0,1216,1,3,1,TA,5,Typ,0,Attchd,336,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2414,60,11556,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,9,1953,Gable,CompShg,VinylSd,0,TA,Ex,CBlock,TA,TA,864,GasA,1154,0,0,1154,1,3,1,Ex,6,Typ,0,Detchd,336,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2415,70,8078,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,Hip,CompShg,Wd Sdng,260,TA,TA,CBlock,TA,TA,1560,GasA,1560,0,0,1560,2,4,2,TA,8,Typ,0,Detchd,484,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,
2416,60,10950,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,948,GasA,948,0,0,948,1,2,1,TA,5,Typ,0,Detchd,410,TA,N,0,NA,NA,NA,0,4,2007,WD,Normal,
2417,68,7942,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,1040,GasA,1040,0,0,1040,1,3,1,TA,6,Typ,0,Attchd,293,TA,Y,0,NA,MnPrv,NA,0,6,2007,WD,Normal,
2418,71,8540,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,8,1956,Gable,CompShg,VinylSd,0,TA,Gd,CBlock,TA,TA,925,GasA,925,0,0,925,1,3,1,Gd,5,Typ,0,Detchd,252,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2419,55,7150,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,Gable,CompShg,MetalSd,0,TA,TA,PConc,TA,TA,1190,GasA,1040,500,0,1540,1,4,1,Fa,7,Typ,0,Detchd,352,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2420,70,8400,Pave,NA,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,923,GasA,925,0,0,925,1,3,1,TA,5,Typ,2,Attchd,390,TA,Y,0,NA,GdWo,NA,0,3,2007,WD,Normal,
2421,75,9532,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,4,6,1953,Gable,CompShg,VinylSd,0,TA,TA,CBlock,TA,TA,1105,GasA,1647,0,0,1647,1,3,1,TA,6,Min1,1,Attchd,280,TA,Y,368,NA,GdPrv,NA,0,2,2007,WD,Normal,
2422,NA,15783,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,5,1952,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,924,GasA,924,0,0,924,1,2,1,TA,6,Typ,0,Detchd,420,TA,Y,0,NA,MnPrv,Shed,400,6,2007,WD,Normal,
2423,60,14190,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,4,7,1890,Gable,CompShg,VinylSd,0,Gd,Gd,CBlock,Fa,TA,925,GasA,1000,544,0,1544,2,3,1,TA,7,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,4,2007,WD,Normal,
2424,NA,12099,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1953,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,Fa,1216,GasA,1216,0,512,1728,1,3,1,TA,7,Typ,1,Attchd,371,TA,Y,0,NA,GdWo,NA,0,6,2007,WD,Normal,
2425,113,21281,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,2Story,5,4,1935,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,Fa,666,GasA,1308,1778,0,3086,3,4,1,Gd,9,Min1,0,BuiltIn,1200,TA,Y,0,NA,NA,NA,0,11,2007,WD,Family,
2426,60,10284,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1925,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,1151,GasA,845,436,0,1281,2,1,1,TA,6,Mod,0,Detchd,580,TA,Y,0,NA,NA,NA,0,8,2007,WD,Abnorml,
2427,60,10800,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,Gable,CompShg,Wd Sdng,0,TA,Gd,CBlock,Gd,TA,736,GasA,751,783,0,1534,1,3,1,Gd,6,Typ,0,NA,0,NA,N,0,NA,NA,NA,0,7,2007,WD,Normal,
2428,93,10090,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,Gable,CompShg,Plywood,364,TA,TA,CBlock,TA,TA,725,GasA,1035,616,0,1651,2,4,1,TA,6,Typ,2,BuiltIn,276,TA,Y,0,NA,MnPrv,NA,0,10,2007,WD,Normal,
2429,75,8700,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,Gable,CompShg,HdBoard,53,TA,TA,CBlock,TA,TA,920,GasA,888,0,0,888,1,3,1,TA,5,Typ,0,Attchd,240,TA,Y,0,NA,NA,NA,0,2,2007,COD,Abnorml,
2430,66,8300,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,Gable,CompShg,Wd Sdng,86,TA,TA,CBlock,TA,TA,952,GasA,952,0,0,952,1,3,1,TA,5,Typ,0,Attchd,288,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2431,60,7200,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,Gable,CompShg,WdShing,0,TA,TA,CBlock,TA,TA,864,GasA,1238,0,0,1238,1,3,1,TA,6,Min2,1,Attchd,357,TA,Y,0,NA,NA,NA,0,11,2007,WD,Normal,
2432,NA,7500,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,Hip,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1040,GasA,1040,0,0,1040,1,3,1,Gd,6,Typ,0,Attchd,286,TA,Y,0,NA,NA,Shed,0,7,2007,WD,Normal,
2433,70,7315,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Hip,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1170,GasA,1170,0,0,1170,1,3,1,TA,6,Typ,1,Attchd,338,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2434,70,7903,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Hip,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1242,GasA,1242,0,0,1242,1,3,1,TA,6,Typ,0,Attchd,324,TA,Y,0,NA,NA,NA,0,5,2007,WD,Family,
2435,80,8000,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Hip,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1377,GasA,1377,0,0,1377,1,3,1,TA,6,Typ,2,Attchd,351,TA,Y,0,NA,MnPrv,NA,0,11,2007,WD,Normal,
2436,70,7000,Pave,NA,AllPub,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,Gable,CompShg,BrkFace,0,TA,TA,Slab,NA,NA,0,GasA,925,0,0,925,1,3,1,TA,7,Typ,0,Attchd,300,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2437,60,6600,Pave,NA,AllPub,Inside,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,Hip,CompShg,Wd Sdng,0,TA,TA,CBlock,TA,TA,864,GasA,864,0,0,864,1,2,1,TA,5,Typ,0,Detchd,294,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,
2438,66,6760,Pave,NA,AllPub,Inside,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,896,GasA,936,0,0,936,1,3,1,TA,6,Typ,1,Attchd,288,TA,Y,0,NA,NA,NA,0,10,2007,WD,Normal,
2439,60,6978,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,5,7,1926,Gable,CompShg,MetalSd,0,Gd,Gd,BrkTil,TA,TA,850,GasA,960,0,0,960,1,2,1,TA,5,Typ,0,Detchd,576,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2440,50,6000,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1927,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,845,GasA,866,430,0,1296,1,3,1,TA,6,Typ,0,Detchd,576,TA,Y,0,NA,NA,NA,0,7,2007,WD,Normal,
2441,56,4480,Pave,NA,AllPub,Corner,OldTown,Artery,Norm,1Fam,1Story,5,5,1922,Gable,CompShg,AsbShng,0,TA,TA,PConc,Fa,Fa,1022,GasA,1022,0,0,1022,1,2,1,Fa,4,Typ,1,Detchd,184,Fa,N,0,NA,MnPrv,NA,0,2,2007,WD,Normal,
2442,56,3153,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,967,GasA,967,0,0,967,1,2,1,TA,5,Typ,1,Detchd,180,TA,N,0,NA,NA,NA,0,7,2007,WD,Normal,
2443,60,7200,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,5,8,1940,Gable,CompShg,VinylSd,279,TA,TA,CBlock,TA,TA,808,GasA,1072,0,0,1072,1,2,1,TA,5,Typ,2,Detchd,379,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2444,120,9000,Pave,NA,AllPub,Corner,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1900,Gable,CompShg,Stucco,0,TA,TA,BrkTil,TA,Fa,680,GasA,680,494,0,1174,1,2,1,Gd,6,Typ,1,Detchd,576,TA,Y,0,NA,MnPrv,NA,0,6,2007,WD,Normal,
2445,50,5925,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1900,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,Fa,TA,570,GasA,761,380,0,1141,1,3,1,TA,6,Typ,0,Detchd,252,Fa,Y,0,NA,NA,NA,0,5,2007,ConLw,Normal,
2446,57,9639,Pave,NA,AllPub,Inside,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,Gable,CompShg,MetalSd,0,TA,TA,PConc,TA,TA,1075,GasA,1156,642,0,1798,2,4,1,TA,7,Typ,0,Detchd,342,TA,N,0,NA,MnPrv,NA,0,5,2007,WD,Normal,
2447,NA,10337,Pave,Pave,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,Hip,CompShg,VinylSd,0,Gd,Gd,BrkTil,TA,TA,725,GasA,909,863,0,1772,2,3,1,Gd,7,Typ,0,Detchd,816,TA,Y,0,NA,MnPrv,NA,0,5,2007,WD,Normal,
2448,53,9863,Pave,Pave,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,6,1927,Gambrel,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,728,GasA,914,728,0,1642,1,4,1,TA,9,Typ,1,Detchd,374,TA,Y,0,NA,NA,NA,0,3,2007,WD,Abnorml,
2449,35,4571,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,TA,TA,616,GasA,616,616,0,1232,1,3,1,TA,6,Typ,0,Detchd,480,Fa,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2450,56,8398,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,Gable,CompShg,Wd Sdng,0,TA,TA,CBlock,Gd,Gd,926,GasA,991,659,0,1650,2,3,1,TA,6,Typ,0,Detchd,468,TA,N,0,NA,NA,NA,0,11,2007,WD,Normal,
2451,60,3600,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,5,7,1930,Gambrel,CompShg,VinylSd,0,TA,Gd,BrkTil,TA,Fa,687,GasA,687,671,0,1358,1,3,1,Gd,6,Typ,1,Detchd,336,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Partial,
2452,75,13500,Pave,Grvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,Gable,CompShg,Wd Sdng,0,TA,Gd,PConc,TA,TA,819,GasA,1312,1142,0,2454,2,3,1,TA,8,Typ,1,Attchd,576,TA,N,0,NA,MnPrv,NA,0,2,2007,WD,Normal,
2453,52,8626,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,Gable,CompShg,MetalSd,1,TA,TA,CBlock,NA,NA,0,GasA,968,0,0,968,1,2,1,TA,5,Typ,0,Attchd,331,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2454,76,11800,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,SLvl,4,7,1949,Gable,CompShg,Stucco,0,TA,TA,Slab,NA,NA,0,GasA,1382,0,0,1382,2,1,1,TA,6,Mod,1,Attchd,384,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2455,55,6854,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,7,1925,Gable,CompShg,MetalSd,0,TA,Gd,PConc,TA,TA,756,GasA,916,144,0,1060,1,1,1,TA,6,Mod,1,Detchd,308,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2456,55,8674,Pave,NA,AllPub,Inside,BrkSide,RRNn,Artery,1Fam,1.5Fin,5,6,1950,Gable,CompShg,MetalSd,0,TA,TA,CBlock,Fa,TA,910,GasA,910,525,0,1435,1,3,1,TA,6,Typ,0,Detchd,308,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2457,50,6125,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1939,Gable,CompShg,MetalSd,0,TA,Gd,CBlock,TA,TA,728,GasA,728,546,0,1274,2,3,1,TA,6,Typ,0,Detchd,224,TA,Y,0,NA,NA,NA,0,3,2007,CWD,Normal,
2458,50,6000,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,2Story,6,6,1939,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,TA,600,GasA,608,624,0,1232,1,3,1,TA,6,Typ,2,Attchd,217,TA,Y,0,NA,GdWo,NA,0,2,2007,WD,Normal,
2459,51,6120,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,7,1939,Gable,CompShg,AsbShng,0,Gd,TA,BrkTil,TA,TA,884,GasA,884,0,0,884,1,2,1,TA,5,Typ,0,Detchd,240,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2460,NA,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1938,Gable,CompShg,VinylSd,0,TA,TA,BrkTil,TA,TA,861,GasA,861,548,0,1409,1,3,1,TA,6,Typ,1,Detchd,528,TA,Y,0,NA,NA,NA,0,3,2007,WD,Normal,
2461,52,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1939,Gable,CompShg,Wd Sdng,0,TA,Gd,BrkTil,TA,TA,672,GasA,899,423,0,1322,1,4,1,TA,7,Typ,0,Detchd,280,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2462,52,6240,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,966,GasA,1014,412,0,1426,1,3,1,TA,6,Typ,1,Detchd,230,TA,Y,0,NA,GdPrv,NA,0,7,2007,WD,Normal,
2463,51,6120,Pave,NA,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1926,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,756,GasA,903,378,0,1281,1,2,1,Gd,6,Typ,0,Detchd,379,TA,Y,0,NA,NA,NA,0,8,2007,WD,Normal,
2464,47,7755,Pave,NA,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,6,8,1918,Gable,CompShg,Wd Sdng,0,TA,Gd,CBlock,TA,TA,1100,GasA,1100,1164,0,2264,2,4,1,TA,8,Typ,0,Detchd,408,TA,Y,0,NA,MnPrv,NA,0,5,2007,WD,Normal,
2465,60,8850,Pave,Pave,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1920,Gable,CompShg,Wd Sdng,0,TA,Gd,PConc,TA,TA,768,GasA,752,624,0,1376,1,3,1,Gd,7,Typ,0,Detchd,576,TA,P,0,NA,NA,NA,0,2,2007,WD,Normal,
2466,60,8550,Pave,NA,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,Gable,CompShg,HdBoard,0,TA,TA,PConc,Fa,TA,750,GasA,960,356,0,1316,1,4,1,TA,7,Typ,0,Detchd,576,TA,Y,0,NA,NA,NA,0,10,2007,ConLw,Family,
2467,NA,5700,Pave,NA,AllPub,Corner,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,672,GasA,672,672,0,1344,1,3,1,Gd,6,Typ,1,Attchd,456,TA,Y,0,NA,GdPrv,NA,0,9,2007,WD,Normal,
2468,40,5680,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1901,Gable,CompShg,AsbShng,0,TA,TA,CBlock,TA,TA,592,GasA,933,240,0,1173,2,3,1,TA,7,Typ,0,Detchd,240,Fa,Y,0,NA,MnPrv,NA,0,9,2007,WD,AdjLand,
2469,40,5680,Pave,Grvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,3,1901,Gable,CompShg,AsbShng,0,TA,TA,CBlock,TA,TA,969,GasA,969,245,0,1214,1,2,1,TA,6,Typ,0,Detchd,216,TA,N,0,NA,MnPrv,NA,0,9,2007,WD,AdjLand,
2470,120,13200,Pave,NA,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,SLvl,6,6,1963,Gable,CompShg,HdBoard,234,TA,TA,CBlock,TA,TA,741,GasA,1497,797,0,2294,3,5,1,TA,9,Typ,1,Attchd,658,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2471,60,9780,Pave,Grvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,7,9,1950,Gable,CompShg,VinylSd,0,TA,Ex,CBlock,TA,TA,976,GasA,976,976,0,1952,1,4,1,Gd,8,Typ,2,Detchd,299,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2472,60,10320,Pave,Grvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,Gable,CompShg,MetalSd,0,TA,TA,CBlock,TA,Fa,1138,GasA,1138,1042,0,2180,1,3,1,TA,7,Typ,1,Detchd,720,TA,N,0,NA,NA,NA,0,5,2007,WD,Normal,
2473,52,4330,Pave,Grvl,AllPub,Inside,IDOTRR,Norm,Norm,2fmCon,1.5Fin,4,6,1958,Gable,CompShg,MetalSd,0,TA,TA,BrkTil,Fa,TA,808,GasA,838,477,0,1315,2,3,1,TA,5,Typ,0,Detchd,436,TA,Y,0,NA,NA,NA,0,2,2007,COD,Abnorml,
2474,60,10320,Pave,Grvl,AllPub,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,4,1,1910,Gable,CompShg,Wd Sdng,0,Fa,Fa,CBlock,TA,Fa,771,GasA,866,504,114,1484,2,3,1,TA,6,NA,0,Detchd,264,Fa,N,0,NA,NA,NA,0,9,2007,COD,Abnorml,
2475,107,12888,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,Gable,CompShg,Wd Sdng,0,TA,Gd,CBlock,TA,TA,1005,GasA,1262,1005,0,2267,1,3,1,TA,7,Typ,2,Attchd,498,TA,Y,0,NA,NA,NA,0,4,2007,WD,Normal,
2476,59,4484,Pave,NA,AllPub,Corner,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,Gable,CompShg,Plywood,0,TA,TA,CBlock,TA,TA,672,GasA,778,504,0,1282,1,2,1,TA,4,Typ,0,Detchd,240,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2477,75,11235,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,Gable,CompShg,HdBoard,0,TA,TA,CBlock,Gd,TA,925,GasA,999,0,0,999,1,3,1,TA,6,Typ,0,Detchd,308,TA,Y,0,NA,MnPrv,NA,0,3,2007,WD,Normal,
2478,75,11235,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1964,Gable,CompShg,HdBoard,30,TA,TA,CBlock,Gd,TA,1420,GasA,1452,0,0,1452,1,2,1,TA,6,Min2,1,Detchd,572,TA,Y,0,NA,NA,NA,0,11,2007,WD,Normal,
2479,62,14299,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,1Story,4,3,1964,Gable,CompShg,HdBoard,0,TA,TA,CBlock,TA,TA,1005,GasA,1005,0,0,1005,1,3,1,TA,5,Typ,0,Detchd,440,TA,N,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2480,65,14149,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1964,Hip,CompShg,HdBoard,50,Gd,Gd,CBlock,TA,TA,980,GasA,1020,0,0,1020,2,3,1,TA,5,Typ,1,Detchd,528,TA,Y,0,NA,NA,NA,0,5,2007,WD,Normal,
2481,NA,11677,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,4,1966,Gable,CompShg,HdBoard,442,TA,TA,CBlock,TA,TA,1040,GasA,1040,0,0,1040,1,3,1,TA,6,Typ,0,Attchd,264,TA,Y,0,NA,MnPrv,NA,0,2,2007,WD,Normal,
2482,70,8425,Pave,NA,AllPub,FR3,Sawyer,Feedr,Norm,2fmCon,1Story,5,6,1971,Gable,CompShg,HdBoard,0,TA,TA,CBlock,Gd,TA,768,GasA,868,0,0,868,1,2,1,TA,6,Typ,0,Detchd,576,TA,Y,0,NA,GdPrv,NA,0,5,2007,WD,Normal,
2483,86,8665,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,Gable,CompShg,HdBoard,89,TA,TA,CBlock,TA,TA,876,GasA,897,0,0,897,1,3,1,TA,5,Typ,0,Attchd,264,TA,Y,0,NA,NA,NA,0,1,2007,WD,Normal,
2484,NA,8398,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,323,TA,Gd,CBlock,TA,TA,943,GasA,943,0,0,943,1,2,1,TA,5,Typ,0,Detchd,528,TA,Y,0,NA,NA,NA,0,6,2007,WD,Normal,
2485,NA,8169,Pave,NA,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1966,Gable,CompShg,Plywood,0,TA,Gd,CBlock,TA,TA,912,GasA,912,0,0,912,1,3,1,Gd,6,Typ,0,Detchd,315,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
2486,81,14175,Pave,NA,AllPub,Inside,Sawyer,PosA,Norm,1Fam,1Story,5,5,1956,Hip,CompShg,BrkFace,0,TA,TA,CBlock,TA,TA,1240,GasA,1375,0,0,1375,1,3,1,TA,6,Typ,1,Attchd,323,TA,Y,0,NA,NA,NA,0,12,2007,WD,Normal,
2487,99,16779,Pave,NA,AllPub,Inside,Sawyer,Feedr,Norm,1Fam,2Story,5,4,1920,Gable,CompShg,Wd Sdng,356,TA,Fa,CBlock,Gd,TA,671,GasA,1567,1087,0,2654,3,4,1,TA,11,Mod,1,Attchd,638,TA,Y,0,NA,NA,Shed,500,5,2007,WD,Normal,
2488,70,6960,Pave,NA,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,Gable,CompShg,Wd Sdng,0,TA,TA,BrkTil,TA,TA,680,GasA,798,504,0,1302,1,2,1,Gd,6,Typ,2,Attchd,224,TA,Y,0,NA,MnPrv,NA,0,7,2007,WD,Normal,
